product_id,name,category,price,sale_id,quantity,sale_date,total_price,month,month_name,week
6,Solid Gold Petite Micropave ,jewelery,168.0,96,3,2026-05-06,504.0,5,May,19
6,Solid Gold Petite Micropave ,jewelery,168.0,97,4,2026-04-27,672.0,4,April,18
6,Solid Gold Petite Micropave ,jewelery,168.0,98,3,2026-04-09,504.0,4,April,15
6,Solid Gold Petite Micropave ,jewelery,168.0,99,2,2026-04-15,336.0,4,April,16
6,Solid Gold Petite Micropave ,jewelery,168.0,100,3,2026-04-14,504.0,4,April,16
6,Solid Gold Petite Micropave ,jewelery,168.0,101,5,2026-04-29,840.0,4,April,18
6,Solid Gold Petite Micropave ,jewelery,168.0,102,4,2026-04-28,672.0,4,April,18
6,Solid Gold Petite Micropave ,jewelery,168.0,103,1,2026-05-07,168.0,5,May,19
6,Solid Gold Petite Micropave ,jewelery,168.0,104,2,2026-05-07,336.0,5,May,19
6,Solid Gold Petite Micropave ,jewelery,168.0,105,1,2026-04-27,168.0,4,April,18
6,Solid Gold Petite Micropave ,jewelery,168.0,106,5,2026-04-23,840.0,4,April,17
6,Solid Gold Petite Micropave ,jewelery,168.0,107,3,2026-04-15,504.0,4,April,16
7,White Gold Plated Princess,jewelery,9.99,108,5,2026-04-17,49.95,4,April,16
7,White Gold Plated Princess,jewelery,9.99,109,5,2026-04-11,49.95,4,April,15
7,White Gold Plated Princess,jewelery,9.99,110,5,2026-05-08,49.95,5,May,19
7,White Gold Plated Princess,jewelery,9.99,111,4,2026-04-30,39.96,4,April,18
7,White Gold Plated Princess,jewelery,9.99,112,4,2026-04-19,39.96,4,April,16
7,White Gold Plated Princess,jewelery,9.99,113,4,2026-04-22,39.96,4,April,17
7,White Gold Plated Princess,jewelery,9.99,114,2,2026-04-10,19.98,4,April,15
7,White Gold Plated Princess,jewelery,9.99,115,5,2026-05-01,49.95,5,May,18
7,White Gold Plated Princess,jewelery,9.99,116,2,2026-04-10,19.98,4,April,15
7,White Gold Plated Princess,jewelery,9.99,117,2,2026-04-10,19.98,4,April,15
7,White Gold Plated Princess,jewelery,9.99,118,2,2026-04-11,19.98,4,April,15
7,White Gold Plated Princess,jewelery,9.99,119,5,2026-05-03,49.95,5,May,18
7,White Gold Plated Princess,jewelery,9.99,120,1,2026-04-24,9.99,4,April,17
7,White Gold Plated Princess,jewelery,9.99,121,4,2026-04-22,39.96,4,April,17
7,White Gold Plated Princess,jewelery,9.99,122,1,2026-04-30,9.99,4,April,18
8,Pierced Owl Rose Gold Plated Stainless Steel Double,jewelery,10.99,123,4,2026-04-15,43.96,4,April,16
8,Pierced Owl Rose Gold Plated Stainless Steel Double,jewelery,10.99,124,1,2026-04-12,10.99,4,April,15
8,Pierced Owl Rose Gold Plated Stainless Steel Double,jewelery,10.99,125,3,2026-04-19,32.97,4,April,16
8,Pierced Owl Rose Gold Plated Stainless Steel Double,jewelery,10.99,126,2,2026-04-17,21.98,4,April,16
8,Pierced Owl Rose Gold Plated Stainless Steel Double,jewelery,10.99,127,5,2026-05-08,54.95,5,May,19
8,Pierced Owl Rose Gold Plated Stainless Steel Double,jewelery,10.99,128,3,2026-04-14,32.97,4,April,16
8,Pierced Owl Rose Gold Plated Stainless Steel Double,jewelery,10.99,129,4,2026-04-28,43.96,4,April,18
8,Pierced Owl Rose Gold Plated Stainless Steel Double,jewelery,10.99,130,2,2026-04-29,21.98,4,April,18
8,Pierced Owl Rose Gold Plated Stainless Steel Double,jewelery,10.99,131,2,2026-05-03,21.98,5,May,18
8,Pierced Owl Rose Gold Plated Stainless Steel Double,jewelery,10.99,132,4,2026-04-17,43.96,4,April,16
8,Pierced Owl Rose Gold Plated Stainless Steel Double,jewelery,10.99,133,5,2026-04-14,54.95,4,April,16
8,Pierced Owl Rose Gold Plated Stainless Steel Double,jewelery,10.99,134,4,2026-04-18,43.96,4,April,16
8,Pierced Owl Rose Gold Plated Stainless Steel Double,jewelery,10.99,135,4,2026-04-10,43.96,4,April,15
8,Pierced Owl Rose Gold Plated Stainless Steel Double,jewelery,10.99,136,3,2026-05-09,32.97,5,May,19
8,Pierced Owl Rose Gold Plated Stainless Steel Double,jewelery,10.99,137,4,2026-05-08,43.96,5,May,19
8,Pierced Owl Rose Gold Plated Stainless Steel Double,jewelery,10.99,138,1,2026-04-17,10.99,4,April,16
8,Pierced Owl Rose Gold Plated Stainless Steel Double,jewelery,10.99,139,5,2026-04-17,54.95,4,April,16
8,Pierced Owl Rose Gold Plated Stainless Steel Double,jewelery,10.99,140,1,2026-05-07,10.99,5,May,19
8,Pierced Owl Rose Gold Plated Stainless Steel Double,jewelery,10.99,141,3,2026-05-09,32.97,5,May,19
8,Pierced Owl Rose Gold Plated Stainless Steel Double,jewelery,10.99,142,3,2026-04-27,32.97,4,April,18
8,Pierced Owl Rose Gold Plated Stainless Steel Double,jewelery,10.99,143,3,2026-04-23,32.97,4,April,17
8,Pierced Owl Rose Gold Plated Stainless Steel Double,jewelery,10.99,144,2,2026-04-16,21.98,4,April,16
8,Pierced Owl Rose Gold Plated Stainless Steel Double,jewelery,10.99,145,3,2026-04-26,32.97,4,April,17
8,Pierced Owl Rose Gold Plated Stainless Steel Double,jewelery,10.99,146,4,2026-04-09,43.96,4,April,15
8,Pierced Owl Rose Gold Plated Stainless Steel Double,jewelery,10.99,147,2,2026-05-02,21.98,5,May,18
8,Pierced Owl Rose Gold Plated Stainless Steel Double,jewelery,10.99,148,3,2026-04-30,32.97,4,April,18
8,Pierced Owl Rose Gold Plated Stainless Steel Double,jewelery,10.99,149,2,2026-04-30,21.98,4,April,18
8,Pierced Owl Rose Gold Plated Stainless Steel Double,jewelery,10.99,150,5,2026-04-10,54.95,4,April,15
8,Pierced Owl Rose Gold Plated Stainless Steel Double,jewelery,10.99,151,5,2026-05-09,54.95,5,May,19
8,Pierced Owl Rose Gold Plated Stainless Steel Double,jewelery,10.99,152,4,2026-04-15,43.96,4,April,16
9,WD 2TB Elements Portable External Hard Drive - USB 3.0 ,electronics,64.0,153,3,2026-04-16,192.0,4,April,16
9,WD 2TB Elements Portable External Hard Drive - USB 3.0 ,electronics,64.0,154,1,2026-04-10,64.0,4,April,15
9,WD 2TB Elements Portable External Hard Drive - USB 3.0 ,electronics,64.0,155,1,2026-04-21,64.0,4,April,17
9,WD 2TB Elements Portable External Hard Drive - USB 3.0 ,electronics,64.0,156,1,2026-04-25,64.0,4,April,17
9,WD 2TB Elements Portable External Hard Drive - USB 3.0 ,electronics,64.0,157,2,2026-05-01,128.0,5,May,18
9,WD 2TB Elements Portable External Hard Drive - USB 3.0 ,electronics,64.0,158,1,2026-04-30,64.0,4,April,18
9,WD 2TB Elements Portable External Hard Drive - USB 3.0 ,electronics,64.0,159,3,2026-04-28,192.0,4,April,18
9,WD 2TB Elements Portable External Hard Drive - USB 3.0 ,electronics,64.0,160,4,2026-05-09,256.0,5,May,19
9,WD 2TB Elements Portable External Hard Drive - USB 3.0 ,electronics,64.0,161,4,2026-05-07,256.0,5,May,19
9,WD 2TB Elements Portable External Hard Drive - USB 3.0 ,electronics,64.0,162,4,2026-04-13,256.0,4,April,16
9,WD 2TB Elements Portable External Hard Drive - USB 3.0 ,electronics,64.0,163,2,2026-04-30,128.0,4,April,18
9,WD 2TB Elements Portable External Hard Drive - USB 3.0 ,electronics,64.0,164,5,2026-05-05,320.0,5,May,19
9,WD 2TB Elements Portable External Hard Drive - USB 3.0 ,electronics,64.0,165,1,2026-05-01,64.0,5,May,18
9,WD 2TB Elements Portable External Hard Drive - USB 3.0 ,electronics,64.0,166,5,2026-04-26,320.0,4,April,17
9,WD 2TB Elements Portable External Hard Drive - USB 3.0 ,electronics,64.0,167,4,2026-04-24,256.0,4,April,17
9,WD 2TB Elements Portable External Hard Drive - USB 3.0 ,electronics,64.0,168,5,2026-04-11,320.0,4,April,15
10,SanDisk SSD PLUS 1TB Internal SSD - SATA III 6 Gb/s,electronics,109.0,169,3,2026-05-04,327.0,5,May,19
10,SanDisk SSD PLUS 1TB Internal SSD - SATA III 6 Gb/s,electronics,109.0,170,5,2026-04-15,545.0,4,April,16
10,SanDisk SSD PLUS 1TB Internal SSD - SATA III 6 Gb/s,electronics,109.0,171,5,2026-05-04,545.0,5,May,19
10,SanDisk SSD PLUS 1TB Internal SSD - SATA III 6 Gb/s,electronics,109.0,172,3,2026-04-19,327.0,4,April,16
10,SanDisk SSD PLUS 1TB Internal SSD - SATA III 6 Gb/s,electronics,109.0,173,2,2026-04-23,218.0,4,April,17
10,SanDisk SSD PLUS 1TB Internal SSD - SATA III 6 Gb/s,electronics,109.0,174,3,2026-04-11,327.0,4,April,15
10,SanDisk SSD PLUS 1TB Internal SSD - SATA III 6 Gb/s,electronics,109.0,175,1,2026-04-23,109.0,4,April,17
10,SanDisk SSD PLUS 1TB Internal SSD - SATA III 6 Gb/s,electronics,109.0,176,1,2026-04-25,109.0,4,April,17
10,SanDisk SSD PLUS 1TB Internal SSD - SATA III 6 Gb/s,electronics,109.0,177,3,2026-04-14,327.0,4,April,16
10,SanDisk SSD PLUS 1TB Internal SSD - SATA III 6 Gb/s,electronics,109.0,178,5,2026-04-21,545.0,4,April,17
10,SanDisk SSD PLUS 1TB Internal SSD - SATA III 6 Gb/s,electronics,109.0,179,2,2026-04-21,218.0,4,April,17
10,SanDisk SSD PLUS 1TB Internal SSD - SATA III 6 Gb/s,electronics,109.0,180,2,2026-05-09,218.0,5,May,19
10,SanDisk SSD PLUS 1TB Internal SSD - SATA III 6 Gb/s,electronics,109.0,181,4,2026-05-04,436.0,5,May,19
10,SanDisk SSD PLUS 1TB Internal SSD - SATA III 6 Gb/s,electronics,109.0,182,5,2026-04-19,545.0,4,April,16
10,SanDisk SSD PLUS 1TB Internal SSD - SATA III 6 Gb/s,electronics,109.0,183,3,2026-04-17,327.0,4,April,16
10,SanDisk SSD PLUS 1TB Internal SSD - SATA III 6 Gb/s,electronics,109.0,184,1,2026-05-07,109.0,5,May,19
10,SanDisk SSD PLUS 1TB Internal SSD - SATA III 6 Gb/s,electronics,109.0,185,5,2026-04-14,545.0,4,April,16
10,SanDisk SSD PLUS 1TB Internal SSD - SATA III 6 Gb/s,electronics,109.0,186,1,2026-05-09,109.0,5,May,19
10,SanDisk SSD PLUS 1TB Internal SSD - SATA III 6 Gb/s,electronics,109.0,187,3,2026-05-09,327.0,5,May,19
10,SanDisk SSD PLUS 1TB Internal SSD - SATA III 6 Gb/s,electronics,109.0,188,1,2026-04-30,109.0,4,April,18
11,Silicon Power 256GB SSD 3D NAND A55 SLC Cache Performance Boost SATA III 2.5,electronics,109.0,189,2,2026-04-16,218.0,4,April,16
11,Silicon Power 256GB SSD 3D NAND A55 SLC Cache Performance Boost SATA III 2.5,electronics,109.0,190,3,2026-04-16,327.0,4,April,16
11,Silicon Power 256GB SSD 3D NAND A55 SLC Cache Performance Boost SATA III 2.5,electronics,109.0,191,1,2026-05-07,109.0,5,May,19
11,Silicon Power 256GB SSD 3D NAND A55 SLC Cache Performance Boost SATA III 2.5,electronics,109.0,192,5,2026-04-17,545.0,4,April,16
11,Silicon Power 256GB SSD 3D NAND A55 SLC Cache Performance Boost SATA III 2.5,electronics,109.0,193,4,2026-04-23,436.0,4,April,17
11,Silicon Power 256GB SSD 3D NAND A55 SLC Cache Performance Boost SATA III 2.5,electronics,109.0,194,5,2026-04-12,545.0,4,April,15
11,Silicon Power 256GB SSD 3D NAND A55 SLC Cache Performance Boost SATA III 2.5,electronics,109.0,195,3,2026-04-19,327.0,4,April,16
11,Silicon Power 256GB SSD 3D NAND A55 SLC Cache Performance Boost SATA III 2.5,electronics,109.0,196,2,2026-04-10,218.0,4,April,15
11,Silicon Power 256GB SSD 3D NAND A55 SLC Cache Performance Boost SATA III 2.5,electronics,109.0,197,1,2026-04-27,109.0,4,April,18
11,Silicon Power 256GB SSD 3D NAND A55 SLC Cache Performance Boost SATA III 2.5,electronics,109.0,198,2,2026-04-25,218.0,4,April,17
11,Silicon Power 256GB SSD 3D NAND A55 SLC Cache Performance Boost SATA III 2.5,electronics,109.0,199,4,2026-04-22,436.0,4,April,17
11,Silicon Power 256GB SSD 3D NAND A55 SLC Cache Performance Boost SATA III 2.5,electronics,109.0,200,4,2026-04-27,436.0,4,April,18
11,Silicon Power 256GB SSD 3D NAND A55 SLC Cache Performance Boost SATA III 2.5,electronics,109.0,201,5,2026-04-29,545.0,4,April,18
11,Silicon Power 256GB SSD 3D NAND A55 SLC Cache Performance Boost SATA III 2.5,electronics,109.0,202,3,2026-04-18,327.0,4,April,16
11,Silicon Power 256GB SSD 3D NAND A55 SLC Cache Performance Boost SATA III 2.5,electronics,109.0,203,1,2026-04-12,109.0,4,April,15
11,Silicon Power 256GB SSD 3D NAND A55 SLC Cache Performance Boost SATA III 2.5,electronics,109.0,204,4,2026-04-15,436.0,4,April,16
11,Silicon Power 256GB SSD 3D NAND A55 SLC Cache Performance Boost SATA III 2.5,electronics,109.0,205,3,2026-04-22,327.0,4,April,17
11,Silicon Power 256GB SSD 3D NAND A55 SLC Cache Performance Boost SATA III 2.5,electronics,109.0,206,5,2026-04-26,545.0,4,April,17
11,Silicon Power 256GB SSD 3D NAND A55 SLC Cache Performance Boost SATA III 2.5,electronics,109.0,207,3,2026-04-30,327.0,4,April,18
11,Silicon Power 256GB SSD 3D NAND A55 SLC Cache Performance Boost SATA III 2.5,electronics,109.0,208,3,2026-05-05,327.0,5,May,19
11,Silicon Power 256GB SSD 3D NAND A55 SLC Cache Performance Boost SATA III 2.5,electronics,109.0,209,5,2026-04-12,545.0,4,April,15
11,Silicon Power 256GB SSD 3D NAND A55 SLC Cache Performance Boost SATA III 2.5,electronics,109.0,210,5,2026-05-01,545.0,5,May,18
11,Silicon Power 256GB SSD 3D NAND A55 SLC Cache Performance Boost SATA III 2.5,electronics,109.0,211,2,2026-04-29,218.0,4,April,18
11,Silicon Power 256GB SSD 3D NAND A55 SLC Cache Performance Boost SATA III 2.5,electronics,109.0,212,5,2026-04-15,545.0,4,April,16
11,Silicon Power 256GB SSD 3D NAND A55 SLC Cache Performance Boost SATA III 2.5,electronics,109.0,213,1,2026-04-15,109.0,4,April,16
12,WD 4TB Gaming Drive Works with Playstation 4 Portable External Hard Drive,electronics,114.0,214,4,2026-04-25,456.0,4,April,17
12,WD 4TB Gaming Drive Works with Playstation 4 Portable External Hard Drive,electronics,114.0,215,4,2026-04-20,456.0,4,April,17
12,WD 4TB Gaming Drive Works with Playstation 4 Portable External Hard Drive,electronics,114.0,216,1,2026-04-11,114.0,4,April,15
12,WD 4TB Gaming Drive Works with Playstation 4 Portable External Hard Drive,electronics,114.0,217,1,2026-05-07,114.0,5,May,19
12,WD 4TB Gaming Drive Works with Playstation 4 Portable External Hard Drive,electronics,114.0,218,2,2026-04-09,228.0,4,April,15
12,WD 4TB Gaming Drive Works with Playstation 4 Portable External Hard Drive,electronics,114.0,219,4,2026-04-30,456.0,4,April,18
12,WD 4TB Gaming Drive Works with Playstation 4 Portable External Hard Drive,electronics,114.0,220,4,2026-05-03,456.0,5,May,18
12,WD 4TB Gaming Drive Works with Playstation 4 Portable External Hard Drive,electronics,114.0,221,5,2026-05-09,570.0,5,May,19
12,WD 4TB Gaming Drive Works with Playstation 4 Portable External Hard Drive,electronics,114.0,222,1,2026-04-20,114.0,4,April,17
12,WD 4TB Gaming Drive Works with Playstation 4 Portable External Hard Drive,electronics,114.0,223,3,2026-05-06,342.0,5,May,19
12,WD 4TB Gaming Drive Works with Playstation 4 Portable External Hard Drive,electronics,114.0,224,4,2026-05-09,456.0,5,May,19
12,WD 4TB Gaming Drive Works with Playstation 4 Portable External Hard Drive,electronics,114.0,225,1,2026-04-10,114.0,4,April,15
12,WD 4TB Gaming Drive Works with Playstation 4 Portable External Hard Drive,electronics,114.0,226,4,2026-04-27,456.0,4,April,18
12,WD 4TB Gaming Drive Works with Playstation 4 Portable External Hard Drive,electronics,114.0,227,3,2026-04-14,342.0,4,April,16
12,WD 4TB Gaming Drive Works with Playstation 4 Portable External Hard Drive,electronics,114.0,228,5,2026-04-23,570.0,4,April,17
12,WD 4TB Gaming Drive Works with Playstation 4 Portable External Hard Drive,electronics,114.0,229,3,2026-04-25,342.0,4,April,17
12,WD 4TB Gaming Drive Works with Playstation 4 Portable External Hard Drive,electronics,114.0,230,4,2026-05-05,456.0,5,May,19
12,WD 4TB Gaming Drive Works with Playstation 4 Portable External Hard Drive,electronics,114.0,231,5,2026-04-09,570.0,4,April,15
12,WD 4TB Gaming Drive Works with Playstation 4 Portable External Hard Drive,electronics,114.0,232,5,2026-04-21,570.0,4,April,17
12,WD 4TB Gaming Drive Works with Playstation 4 Portable External Hard Drive,electronics,114.0,233,2,2026-05-09,228.0,5,May,19
12,WD 4TB Gaming Drive Works with Playstation 4 Portable External Hard Drive,electronics,114.0,234,1,2026-04-25,114.0,4,April,17
12,WD 4TB Gaming Drive Works with Playstation 4 Portable External Hard Drive,electronics,114.0,235,5,2026-04-26,570.0,4,April,17
